timestamp,source,cpu_percent,mem_usage_bytes,io_read_bytes,io_write_bytes
1746010164.6921058,host,17.8,1596203008,0,0
1746010164.6921058,emulatorjs,0.0,404889600,0,0
1746010164.6921058,portainer,0.0,71045120,0,0
1746010164.6921058,vscode-server,0.0,106741760,0,0
1746010164.6921058,gui-app-container,0.0,388833280,0,0
1746010164.6921058,syncthing,0.0,71520256,0,0
1746010164.6921058,plex-media-server,0.0,226398208,0,0
1746010164.6921058,watchtower,0.0,20328448,0,0
